;angiodysplasia;erosion;stenosis;lymphangiectasia;lymph follicle;SMT;polyp-like;bleeding;diverticulum;erythema;foreign body;vein
849;-1;5754;-1;-1;6876;-1;11696;-1;-1;15678;-1;-1
850;-1;5755;-1;-1;6877;-1;11698;-1;-1;15679;-1;-1
851;-1;5756;-1;-1;6878;-1;11699;-1;-1;15680;-1;-1
852;-1;5757;-1;-1;6896;-1;11701;-1;-1;15681;-1;-1
853;-1;5758;-1;-1;6897;-1;11703;-1;-1;15682;-1;-1
854;-1;5759;-1;-1;6898;-1;11890;-1;-1;15683;-1;-1
855;-1;5761;-1;-1;6899;-1;11891;-1;-1;15684;-1;-1
856;-1;5762;-1;-1;6900;-1;11906;-1;-1;15802;-1;-1
857;-1;5763;-1;-1;6901;-1;11907;-1;-1;16008;-1;-1
858;-1;5764;-1;-1;6902;-1;11908;-1;-1;17129;-1;-1
859;-1;5765;-1;-1;6909;-1;11909;-1;-1;17137;-1;-1
860;-1;5766;-1;-1;6910;-1;11910;-1;-1;17266;-1;-1
861;-1;5767;-1;-1;6995;-1;11923;-1;-1;17268;-1;-1
862;-1;5769;-1;-1;6996;-1;11924;-1;-1;17283;-1;-1
863;-1;5770;-1;-1;6998;-1;11946;-1;-1;17309;-1;-1
864;-1;5771;-1;-1;6999;-1;11947;-1;-1;17310;-1;-1
865;-1;5772;-1;-1;7000;-1;11948;-1;-1;17311;-1;-1
866;-1;5773;-1;-1;7039;-1;11949;-1;-1;17312;-1;-1
867;-1;5774;-1;-1;7042;-1;11950;-1;-1;17313;-1;-1
868;-1;5775;-1;-1;7043;-1;11952;-1;-1;17314;-1;-1
869;-1;5776;-1;-1;7047;-1;11953;-1;-1;17315;-1;-1
870;-1;5777;-1;-1;7048;-1;11954;-1;-1;17316;-1;-1
871;-1;5778;-1;-1;7049;-1;11960;-1;-1;17318;-1;-1
872;-1;5779;-1;-1;7050;-1;11961;-1;-1;17538;-1;-1
873;-1;5780;-1;-1;7051;-1;11962;-1;-1;17544;-1;-1
874;-1;5781;-1;-1;7053;-1;11963;-1;-1;17546;-1;-1
875;-1;5782;-1;-1;7054;-1;11964;-1;-1;17547;-1;-1
876;-1;5783;-1;-1;7055;-1;11965;-1;-1;17548;-1;-1
877;-1;5784;-1;-1;7066;-1;11966;-1;-1;17549;-1;-1
878;-1;5785;-1;-1;7067;-1;11967;-1;-1;17550;-1;-1
879;-1;5786;-1;-1;7075;-1;11968;-1;-1;17924;-1;-1
880;-1;5787;-1;-1;7077;-1;11969;-1;-1;17925;-1;-1
881;-1;5788;-1;-1;7078;-1;11970;-1;-1;17926;-1;-1
882;-1;5789;-1;-1;7079;-1;11971;-1;-1;17927;-1;-1
883;-1;5790;-1;-1;7080;-1;11972;-1;-1;17928;-1;-1
884;-1;5791;-1;-1;7081;-1;11973;-1;-1;17930;-1;-1
885;-1;5793;-1;-1;7087;-1;11974;-1;-1;17931;-1;-1
886;-1;5794;-1;-1;7100;-1;11975;-1;-1;17932;-1;-1
887;-1;5795;-1;-1;7101;-1;11976;-1;-1;17933;-1;-1
888;-1;5796;-1;-1;7102;-1;11977;-1;-1;17934;-1;-1
889;-1;5876;-1;-1;7106;-1;11978;-1;-1;17936;-1;-1
890;-1;5907;-1;-1;7108;-1;11979;-1;-1;17937;-1;-1
891;-1;5936;-1;-1;7110;-1;11980;-1;-1;17938;-1;-1
892;-1;5937;-1;-1;7111;-1;11981;-1;-1;17939;-1;-1
893;-1;5938;-1;-1;7112;-1;11982;-1;-1;17940;-1;-1
894;-1;5939;-1;-1;7115;-1;11983;-1;-1;17941;-1;-1
895;-1;5940;-1;-1;7135;-1;11984;-1;-1;17942;-1;-1
896;-1;5941;-1;-1;7150;-1;11985;-1;-1;17943;-1;-1
897;-1;5943;-1;-1;7151;-1;11986;-1;-1;17944;-1;-1
898;-1;5949;-1;-1;7152;-1;11987;-1;-1;17945;-1;-1
899;-1;5953;-1;-1;7156;-1;11988;-1;-1;17946;-1;-1
900;-1;5984;-1;-1;7157;-1;11989;-1;-1;17947;-1;-1
901;-1;5986;-1;-1;7178;-1;11990;-1;-1;17948;-1;-1
902;-1;5990;-1;-1;7180;-1;12109;-1;-1;17949;-1;-1
903;-1;5992;-1;-1;7181;-1;12110;-1;-1;17950;-1;-1
904;-1;5996;-1;-1;7182;-1;12111;-1;-1;17951;-1;-1
905;-1;6015;-1;-1;7183;-1;12112;-1;-1;17952;-1;-1
906;-1;6019;-1;-1;7184;-1;12113;-1;-1;17990;-1;-1
907;-1;6021;-1;-1;7185;-1;12114;-1;-1;17991;-1;-1
908;-1;6022;-1;-1;7186;-1;12137;-1;-1;17992;-1;-1
909;-1;6023;-1;-1;7187;-1;12138;-1;-1;17993;-1;-1
910;-1;6025;-1;-1;7190;-1;12139;-1;-1;17994;-1;-1
911;-1;6026;-1;-1;7193;-1;12141;-1;-1;17995;-1;-1
912;-1;6027;-1;-1;7197;-1;12181;-1;-1;17996;-1;-1
913;-1;6035;-1;-1;7199;-1;12182;-1;-1;17998;-1;-1
914;-1;6043;-1;-1;7200;-1;12183;-1;-1;17999;-1;-1
915;-1;6044;-1;-1;7201;-1;12184;-1;-1;-1;-1;-1
916;-1;6045;-1;-1;7205;-1;12185;-1;-1;-1;-1;-1
917;-1;6046;-1;-1;7207;-1;12186;-1;-1;-1;-1;-1
918;-1;6047;-1;-1;7209;-1;12187;-1;-1;-1;-1;-1
919;-1;6062;-1;-1;7210;-1;12188;-1;-1;-1;-1;-1
920;-1;6063;-1;-1;7211;-1;12190;-1;-1;-1;-1;-1
921;-1;6064;-1;-1;7212;-1;12191;-1;-1;-1;-1;-1
922;-1;6065;-1;-1;7213;-1;12218;-1;-1;-1;-1;-1
923;-1;6092;-1;-1;7214;-1;12222;-1;-1;-1;-1;-1
924;-1;6135;-1;-1;7215;-1;12230;-1;-1;-1;-1;-1
925;-1;6136;-1;-1;7218;-1;12231;-1;-1;-1;-1;-1
926;-1;6137;-1;-1;7219;-1;12233;-1;-1;-1;-1;-1
927;-1;6157;-1;-1;7222;-1;12236;-1;-1;-1;-1;-1
928;-1;6158;-1;-1;7223;-1;12237;-1;-1;-1;-1;-1
929;-1;6162;-1;-1;7224;-1;12238;-1;-1;-1;-1;-1
930;-1;6163;-1;-1;7225;-1;12239;-1;-1;-1;-1;-1
931;-1;6164;-1;-1;7226;-1;12240;-1;-1;-1;-1;-1
932;-1;6250;-1;-1;7227;-1;12242;-1;-1;-1;-1;-1
933;-1;6251;-1;-1;7228;-1;12244;-1;-1;-1;-1;-1
934;-1;6283;-1;-1;7229;-1;12246;-1;-1;-1;-1;-1
935;-1;6315;-1;-1;7232;-1;12247;-1;-1;-1;-1;-1
936;-1;6337;-1;-1;7235;-1;12248;-1;-1;-1;-1;-1
937;-1;6678;-1;-1;7236;-1;12249;-1;-1;-1;-1;-1
938;-1;6679;-1;-1;7237;-1;12303;-1;-1;-1;-1;-1
939;-1;6680;-1;-1;7238;-1;12345;-1;-1;-1;-1;-1
940;-1;6681;-1;-1;7240;-1;12346;-1;-1;-1;-1;-1
941;-1;6683;-1;-1;7253;-1;12347;-1;-1;-1;-1;-1
942;-1;6684;-1;-1;7329;-1;12348;-1;-1;-1;-1;-1
943;-1;6685;-1;-1;7335;-1;12356;-1;-1;-1;-1;-1
944;-1;6686;-1;-1;7343;-1;12357;-1;-1;-1;-1;-1
945;-1;6687;-1;-1;7357;-1;12358;-1;-1;-1;-1;-1
946;-1;6776;-1;-1;7358;-1;12362;-1;-1;-1;-1;-1
947;-1;6779;-1;-1;7365;-1;12366;-1;-1;-1;-1;-1
948;-1;6786;-1;-1;7366;-1;12367;-1;-1;-1;-1;-1
949;-1;6789;-1;-1;7367;-1;12368;-1;-1;-1;-1;-1
950;-1;6791;-1;-1;7368;-1;12369;-1;-1;-1;-1;-1
951;-1;6792;-1;-1;7369;-1;12370;-1;-1;-1;-1;-1
952;-1;6793;-1;-1;7371;-1;12371;-1;-1;-1;-1;-1
953;-1;6794;-1;-1;7372;-1;12372;-1;-1;-1;-1;-1
954;-1;6795;-1;-1;7373;-1;12382;-1;-1;-1;-1;-1
955;-1;6800;-1;-1;7454;-1;12388;-1;-1;-1;-1;-1
956;-1;6801;-1;-1;7460;-1;12392;-1;-1;-1;-1;-1
957;-1;6802;-1;-1;7469;-1;12393;-1;-1;-1;-1;-1
958;-1;6803;-1;-1;7470;-1;12394;-1;-1;-1;-1;-1
959;-1;6804;-1;-1;7495;-1;12404;-1;-1;-1;-1;-1
960;-1;6805;-1;-1;7496;-1;12405;-1;-1;-1;-1;-1
961;-1;6819;-1;-1;7499;-1;12406;-1;-1;-1;-1;-1
962;-1;6824;-1;-1;7503;-1;12407;-1;-1;-1;-1;-1
963;-1;6825;-1;-1;7504;-1;12423;-1;-1;-1;-1;-1
964;-1;6826;-1;-1;7540;-1;12493;-1;-1;-1;-1;-1
965;-1;6827;-1;-1;7541;-1;12613;-1;-1;-1;-1;-1
966;-1;6828;-1;-1;7542;-1;12614;-1;-1;-1;-1;-1
967;-1;6829;-1;-1;7543;-1;12615;-1;-1;-1;-1;-1
968;-1;6830;-1;-1;7544;-1;12616;-1;-1;-1;-1;-1
969;-1;6831;-1;-1;7545;-1;12617;-1;-1;-1;-1;-1
970;-1;6832;-1;-1;7546;-1;12618;-1;-1;-1;-1;-1
971;-1;6833;-1;-1;7547;-1;12619;-1;-1;-1;-1;-1
972;-1;6834;-1;-1;7797;-1;12620;-1;-1;-1;-1;-1
973;-1;6835;-1;-1;7819;-1;12621;-1;-1;-1;-1;-1
974;-1;6836;-1;-1;7820;-1;12622;-1;-1;-1;-1;-1
975;-1;6851;-1;-1;7821;-1;12623;-1;-1;-1;-1;-1
976;-1;6852;-1;-1;7822;-1;12624;-1;-1;-1;-1;-1
977;-1;6853;-1;-1;7823;-1;12625;-1;-1;-1;-1;-1
978;-1;6854;-1;-1;7824;-1;12626;-1;-1;-1;-1;-1
979;-1;6855;-1;-1;7825;-1;12627;-1;-1;-1;-1;-1
980;-1;6856;-1;-1;7826;-1;12628;-1;-1;-1;-1;-1
981;-1;6857;-1;-1;7827;-1;12629;-1;-1;-1;-1;-1
982;-1;6858;-1;-1;7828;-1;12630;-1;-1;-1;-1;-1
983;-1;6859;-1;-1;7829;-1;12631;-1;-1;-1;-1;-1
984;-1;6860;-1;-1;7881;-1;12632;-1;-1;-1;-1;-1
985;-1;6861;-1;-1;7882;-1;12633;-1;-1;-1;-1;-1
986;-1;6862;-1;-1;7936;-1;12634;-1;-1;-1;-1;-1
987;-1;6863;-1;-1;7937;-1;12635;-1;-1;-1;-1;-1
988;-1;6864;-1;-1;7938;-1;12636;-1;-1;-1;-1;-1
989;-1;6865;-1;-1;7942;-1;12637;-1;-1;-1;-1;-1
990;-1;6866;-1;-1;7943;-1;12638;-1;-1;-1;-1;-1
991;-1;6903;-1;-1;7944;-1;12639;-1;-1;-1;-1;-1
992;-1;6905;-1;-1;7945;-1;12640;-1;-1;-1;-1;-1
993;-1;6906;-1;-1;7946;-1;12641;-1;-1;-1;-1;-1
994;-1;6907;-1;-1;7947;-1;12642;-1;-1;-1;-1;-1
995;-1;7059;-1;-1;7951;-1;12643;-1;-1;-1;-1;-1
996;-1;7060;-1;-1;7952;-1;12644;-1;-1;-1;-1;-1
997;-1;7061;-1;-1;7953;-1;12645;-1;-1;-1;-1;-1
998;-1;7062;-1;-1;7954;-1;12646;-1;-1;-1;-1;-1
999;-1;7063;-1;-1;7955;-1;12647;-1;-1;-1;-1;-1
1000;-1;7064;-1;-1;7957;-1;12648;-1;-1;-1;-1;-1
1001;-1;7101;-1;-1;7959;-1;12649;-1;-1;-1;-1;-1
1002;-1;7116;-1;-1;7960;-1;12650;-1;-1;-1;-1;-1
1003;-1;7117;-1;-1;7961;-1;12651;-1;-1;-1;-1;-1
1004;-1;7119;-1;-1;7963;-1;12652;-1;-1;-1;-1;-1
1005;-1;7120;-1;-1;7965;-1;12653;-1;-1;-1;-1;-1
1006;-1;7121;-1;-1;7966;-1;12654;-1;-1;-1;-1;-1
1007;-1;7122;-1;-1;7968;-1;12655;-1;-1;-1;-1;-1
1008;-1;7123;-1;-1;7971;-1;12656;-1;-1;-1;-1;-1
1009;-1;7124;-1;-1;7974;-1;12658;-1;-1;-1;-1;-1
1010;-1;7196;-1;-1;8016;-1;12659;-1;-1;-1;-1;-1
1011;-1;7243;-1;-1;8017;-1;12661;-1;-1;-1;-1;-1
1012;-1;7245;-1;-1;8018;-1;12662;-1;-1;-1;-1;-1
1013;-1;7247;-1;-1;8019;-1;12663;-1;-1;-1;-1;-1
1014;-1;7248;-1;-1;8020;-1;12666;-1;-1;-1;-1;-1
1015;-1;7341;-1;-1;8024;-1;12667;-1;-1;-1;-1;-1
1016;-1;7342;-1;-1;8025;-1;12668;-1;-1;-1;-1;-1
1017;-1;7348;-1;-1;8031;-1;12669;-1;-1;-1;-1;-1
1018;-1;7349;-1;-1;8032;-1;12670;-1;-1;-1;-1;-1
1019;-1;7350;-1;-1;8033;-1;12671;-1;-1;-1;-1;-1
1020;-1;7351;-1;-1;8156;-1;12674;-1;-1;-1;-1;-1
1021;-1;7352;-1;-1;8159;-1;12675;-1;-1;-1;-1;-1
1022;-1;7353;-1;-1;8207;-1;12677;-1;-1;-1;-1;-1
1023;-1;7354;-1;-1;8208;-1;12678;-1;-1;-1;-1;-1
1024;-1;7355;-1;-1;8209;-1;12679;-1;-1;-1;-1;-1
1025;-1;7356;-1;-1;8212;-1;12680;-1;-1;-1;-1;-1
1026;-1;7358;-1;-1;8241;-1;12681;-1;-1;-1;-1;-1
1027;-1;7359;-1;-1;8242;-1;12682;-1;-1;-1;-1;-1
1028;-1;7360;-1;-1;8250;-1;12683;-1;-1;-1;-1;-1
1029;-1;7361;-1;-1;8294;-1;12684;-1;-1;-1;-1;-1
1030;-1;7362;-1;-1;8360;-1;12685;-1;-1;-1;-1;-1
1031;-1;7363;-1;-1;8364;-1;12686;-1;-1;-1;-1;-1
1032;-1;7364;-1;-1;8365;-1;12687;-1;-1;-1;-1;-1
1033;-1;7365;-1;-1;8366;-1;12688;-1;-1;-1;-1;-1
1034;-1;7368;-1;-1;8367;-1;12689;-1;-1;-1;-1;-1
1035;-1;7369;-1;-1;8368;-1;12690;-1;-1;-1;-1;-1
1036;-1;7370;-1;-1;8369;-1;12691;-1;-1;-1;-1;-1
1037;-1;7373;-1;-1;8370;-1;12692;-1;-1;-1;-1;-1
1038;-1;7374;-1;-1;8371;-1;12693;-1;-1;-1;-1;-1
1039;-1;7375;-1;-1;8372;-1;12694;-1;-1;-1;-1;-1
1040;-1;7376;-1;-1;8405;-1;12695;-1;-1;-1;-1;-1
1041;-1;7377;-1;-1;8406;-1;12696;-1;-1;-1;-1;-1
1042;-1;7378;-1;-1;8407;-1;12697;-1;-1;-1;-1;-1
1043;-1;7379;-1;-1;8408;-1;12698;-1;-1;-1;-1;-1
1044;-1;7380;-1;-1;8409;-1;12699;-1;-1;-1;-1;-1
1045;-1;7381;-1;-1;8414;-1;12700;-1;-1;-1;-1;-1
1046;-1;7382;-1;-1;8418;-1;12701;-1;-1;-1;-1;-1
1047;-1;7383;-1;-1;8420;-1;12702;-1;-1;-1;-1;-1
1048;-1;7384;-1;-1;8421;-1;12703;-1;-1;-1;-1;-1
1049;-1;7385;-1;-1;8423;-1;12704;-1;-1;-1;-1;-1
1050;-1;7386;-1;-1;8427;-1;12705;-1;-1;-1;-1;-1
1051;-1;7387;-1;-1;8429;-1;12706;-1;-1;-1;-1;-1
1052;-1;7388;-1;-1;8430;-1;12707;-1;-1;-1;-1;-1
1053;-1;7389;-1;-1;8431;-1;12708;-1;-1;-1;-1;-1
1054;-1;7390;-1;-1;8432;-1;12709;-1;-1;-1;-1;-1
1055;-1;7391;-1;-1;8433;-1;12710;-1;-1;-1;-1;-1
1056;-1;7392;-1;-1;8434;-1;12714;-1;-1;-1;-1;-1
1057;-1;7393;-1;-1;8435;-1;12715;-1;-1;-1;-1;-1
1058;-1;7394;-1;-1;8437;-1;12716;-1;-1;-1;-1;-1
1059;-1;7395;-1;-1;8438;-1;12717;-1;-1;-1;-1;-1
1060;-1;7396;-1;-1;8443;-1;12718;-1;-1;-1;-1;-1
1061;-1;7398;-1;-1;8444;-1;12719;-1;-1;-1;-1;-1
1062;-1;7399;-1;-1;8446;-1;12720;-1;-1;-1;-1;-1
1063;-1;7400;-1;-1;8447;-1;12721;-1;-1;-1;-1;-1
1064;-1;7402;-1;-1;8448;-1;12722;-1;-1;-1;-1;-1
1065;-1;7403;-1;-1;8449;-1;12723;-1;-1;-1;-1;-1
1066;-1;7404;-1;-1;8450;-1;12724;-1;-1;-1;-1;-1
1067;-1;7405;-1;-1;8451;-1;12725;-1;-1;-1;-1;-1
1068;-1;7406;-1;-1;8452;-1;12726;-1;-1;-1;-1;-1
1069;-1;7407;-1;-1;8473;-1;12727;-1;-1;-1;-1;-1
1070;-1;7408;-1;-1;8481;-1;12728;-1;-1;-1;-1;-1
1071;-1;7409;-1;-1;8483;-1;12729;-1;-1;-1;-1;-1
1072;-1;7410;-1;-1;8484;-1;12730;-1;-1;-1;-1;-1
1073;-1;7411;-1;-1;8556;-1;12731;-1;-1;-1;-1;-1
1074;-1;7412;-1;-1;8575;-1;12732;-1;-1;-1;-1;-1
1075;-1;7413;-1;-1;8654;-1;12733;-1;-1;-1;-1;-1
1076;-1;7427;-1;-1;8655;-1;12734;-1;-1;-1;-1;-1
1077;-1;7428;-1;-1;8660;-1;12735;-1;-1;-1;-1;-1
1078;-1;7429;-1;-1;8662;-1;12736;-1;-1;-1;-1;-1
1079;-1;7430;-1;-1;8663;-1;12737;-1;-1;-1;-1;-1
1080;-1;7431;-1;-1;8664;-1;12738;-1;-1;-1;-1;-1
1081;-1;7443;-1;-1;8665;-1;12739;-1;-1;-1;-1;-1
1082;-1;7444;-1;-1;8666;-1;12740;-1;-1;-1;-1;-1
1083;-1;7445;-1;-1;8667;-1;12741;-1;-1;-1;-1;-1
1084;-1;7446;-1;-1;8669;-1;12742;-1;-1;-1;-1;-1
1085;-1;7466;-1;-1;8670;-1;12743;-1;-1;-1;-1;-1
1086;-1;7467;-1;-1;8672;-1;12744;-1;-1;-1;-1;-1
1087;-1;7468;-1;-1;8673;-1;12747;-1;-1;-1;-1;-1
1088;-1;7484;-1;-1;8674;-1;12748;-1;-1;-1;-1;-1
1089;-1;7485;-1;-1;8675;-1;12749;-1;-1;-1;-1;-1
1090;-1;7486;-1;-1;8676;-1;12750;-1;-1;-1;-1;-1
1091;-1;7487;-1;-1;8677;-1;12751;-1;-1;-1;-1;-1
1092;-1;7488;-1;-1;8678;-1;12752;-1;-1;-1;-1;-1
1093;-1;7489;-1;-1;8679;-1;12753;-1;-1;-1;-1;-1
1094;-1;7490;-1;-1;8680;-1;12754;-1;-1;-1;-1;-1
1095;-1;7491;-1;-1;8681;-1;12755;-1;-1;-1;-1;-1
1096;-1;7492;-1;-1;8682;-1;12756;-1;-1;-1;-1;-1
1097;-1;7493;-1;-1;8683;-1;12757;-1;-1;-1;-1;-1
1098;-1;7494;-1;-1;8684;-1;12758;-1;-1;-1;-1;-1
1099;-1;7505;-1;-1;8685;-1;12759;-1;-1;-1;-1;-1
1100;-1;7506;-1;-1;8686;-1;12760;-1;-1;-1;-1;-1
1101;-1;7507;-1;-1;8687;-1;12761;-1;-1;-1;-1;-1
1102;-1;7508;-1;-1;8689;-1;12762;-1;-1;-1;-1;-1
1103;-1;7509;-1;-1;8690;-1;12763;-1;-1;-1;-1;-1
1104;-1;7510;-1;-1;8691;-1;12764;-1;-1;-1;-1;-1
1105;-1;7511;-1;-1;8692;-1;12765;-1;-1;-1;-1;-1
1106;-1;7512;-1;-1;8693;-1;12766;-1;-1;-1;-1;-1
1107;-1;7513;-1;-1;8694;-1;12767;-1;-1;-1;-1;-1
1108;-1;7514;-1;-1;8695;-1;12768;-1;-1;-1;-1;-1
1109;-1;7515;-1;-1;8696;-1;12769;-1;-1;-1;-1;-1
1110;-1;7516;-1;-1;8697;-1;12771;-1;-1;-1;-1;-1
1111;-1;7550;-1;-1;8698;-1;12772;-1;-1;-1;-1;-1
1112;-1;7551;-1;-1;8699;-1;12773;-1;-1;-1;-1;-1
1113;-1;7552;-1;-1;8700;-1;12774;-1;-1;-1;-1;-1
1114;-1;7553;-1;-1;8701;-1;12775;-1;-1;-1;-1;-1
1115;-1;7555;-1;-1;8702;-1;12778;-1;-1;-1;-1;-1
1116;-1;7557;-1;-1;8703;-1;12780;-1;-1;-1;-1;-1
1117;-1;7567;-1;-1;8704;-1;12781;-1;-1;-1;-1;-1
1118;-1;7568;-1;-1;8705;-1;12782;-1;-1;-1;-1;-1
1119;-1;7569;-1;-1;8706;-1;12783;-1;-1;-1;-1;-1
1120;-1;7570;-1;-1;8707;-1;12784;-1;-1;-1;-1;-1
1121;-1;7571;-1;-1;8708;-1;12785;-1;-1;-1;-1;-1
1122;-1;7572;-1;-1;8709;-1;12786;-1;-1;-1;-1;-1
1123;-1;7573;-1;-1;8710;-1;12787;-1;-1;-1;-1;-1
1124;-1;7574;-1;-1;8711;-1;12788;-1;-1;-1;-1;-1
1125;-1;7575;-1;-1;8712;-1;12789;-1;-1;-1;-1;-1
1126;-1;7576;-1;-1;8713;-1;12790;-1;-1;-1;-1;-1
1127;-1;7578;-1;-1;8714;-1;12791;-1;-1;-1;-1;-1
1128;-1;7579;-1;-1;8715;-1;12792;-1;-1;-1;-1;-1
1129;-1;7605;-1;-1;8716;-1;12797;-1;-1;-1;-1;-1
1130;-1;7620;-1;-1;8717;-1;12798;-1;-1;-1;-1;-1
1131;-1;7621;-1;-1;8718;-1;12799;-1;-1;-1;-1;-1
1132;-1;7622;-1;-1;8719;-1;12800;-1;-1;-1;-1;-1
1133;-1;7623;-1;-1;8720;-1;12801;-1;-1;-1;-1;-1
1134;-1;7624;-1;-1;8721;-1;12802;-1;-1;-1;-1;-1
1135;-1;7625;-1;-1;8722;-1;12803;-1;-1;-1;-1;-1
1136;-1;7626;-1;-1;8723;-1;12804;-1;-1;-1;-1;-1
1137;-1;7627;-1;-1;8724;-1;12805;-1;-1;-1;-1;-1
1138;-1;7628;-1;-1;8725;-1;12806;-1;-1;-1;-1;-1
1139;-1;7630;-1;-1;8726;-1;12807;-1;-1;-1;-1;-1
1140;-1;7631;-1;-1;8727;-1;12808;-1;-1;-1;-1;-1
1141;-1;7639;-1;-1;8728;-1;12809;-1;-1;-1;-1;-1
1142;-1;7648;-1;-1;8729;-1;12810;-1;-1;-1;-1;-1
1143;-1;7653;-1;-1;8730;-1;12811;-1;-1;-1;-1;-1
1144;-1;7654;-1;-1;8731;-1;12812;-1;-1;-1;-1;-1
1145;-1;7655;-1;-1;8732;-1;12813;-1;-1;-1;-1;-1
1146;-1;7656;-1;-1;8733;-1;12814;-1;-1;-1;-1;-1
1147;-1;7657;-1;-1;8737;-1;12816;-1;-1;-1;-1;-1
1148;-1;7658;-1;-1;8741;-1;12817;-1;-1;-1;-1;-1
1149;-1;7659;-1;-1;8742;-1;12818;-1;-1;-1;-1;-1
1150;-1;7660;-1;-1;8743;-1;12819;-1;-1;-1;-1;-1
1151;-1;7661;-1;-1;8744;-1;12820;-1;-1;-1;-1;-1
1152;-1;7662;-1;-1;8746;-1;12821;-1;-1;-1;-1;-1
1153;-1;7663;-1;-1;8747;-1;12822;-1;-1;-1;-1;-1
1154;-1;7664;-1;-1;8749;-1;12823;-1;-1;-1;-1;-1
1155;-1;7669;-1;-1;8750;-1;12824;-1;-1;-1;-1;-1
1156;-1;7670;-1;-1;8782;-1;12825;-1;-1;-1;-1;-1
1157;-1;7671;-1;-1;8783;-1;12826;-1;-1;-1;-1;-1
1158;-1;7672;-1;-1;8787;-1;12827;-1;-1;-1;-1;-1
1159;-1;7673;-1;-1;8827;-1;12828;-1;-1;-1;-1;-1
1160;-1;7674;-1;-1;8828;-1;12829;-1;-1;-1;-1;-1
1161;-1;7675;-1;-1;8911;-1;12830;-1;-1;-1;-1;-1
1162;-1;7676;-1;-1;8945;-1;12831;-1;-1;-1;-1;-1
1163;-1;7677;-1;-1;9000;-1;12832;-1;-1;-1;-1;-1
1164;-1;7678;-1;-1;9003;-1;12833;-1;-1;-1;-1;-1
1165;-1;7679;-1;-1;9004;-1;12834;-1;-1;-1;-1;-1
1166;-1;7680;-1;-1;9005;-1;12835;-1;-1;-1;-1;-1
1167;-1;7681;-1;-1;9006;-1;12836;-1;-1;-1;-1;-1
1168;-1;7682;-1;-1;9008;-1;12837;-1;-1;-1;-1;-1
1169;-1;7683;-1;-1;9009;-1;12838;-1;-1;-1;-1;-1
1170;-1;7684;-1;-1;9011;-1;12839;-1;-1;-1;-1;-1
1171;-1;7685;-1;-1;9012;-1;12840;-1;-1;-1;-1;-1
1172;-1;7686;-1;-1;9013;-1;12841;-1;-1;-1;-1;-1
1173;-1;7687;-1;-1;9014;-1;12842;-1;-1;-1;-1;-1
1174;-1;7688;-1;-1;9017;-1;12843;-1;-1;-1;-1;-1
1175;-1;7689;-1;-1;9018;-1;12844;-1;-1;-1;-1;-1
1176;-1;7690;-1;-1;9021;-1;12845;-1;-1;-1;-1;-1
1177;-1;7691;-1;-1;9022;-1;12846;-1;-1;-1;-1;-1
1178;-1;7696;-1;-1;9023;-1;12847;-1;-1;-1;-1;-1
1179;-1;7709;-1;-1;9025;-1;12848;-1;-1;-1;-1;-1
1180;-1;7724;-1;-1;9026;-1;12850;-1;-1;-1;-1;-1
1181;-1;7725;-1;-1;9028;-1;12851;-1;-1;-1;-1;-1
1182;-1;7729;-1;-1;9029;-1;12852;-1;-1;-1;-1;-1
1183;-1;7800;-1;-1;9030;-1;12854;-1;-1;-1;-1;-1
1184;-1;7813;-1;-1;9031;-1;12855;-1;-1;-1;-1;-1
1185;-1;7909;-1;-1;9032;-1;12856;-1;-1;-1;-1;-1
1186;-1;7987;-1;-1;9033;-1;12857;-1;-1;-1;-1;-1
1187;-1;7988;-1;-1;9034;-1;12858;-1;-1;-1;-1;-1
1188;-1;7989;-1;-1;9040;-1;12859;-1;-1;-1;-1;-1
1189;-1;7990;-1;-1;9103;-1;12860;-1;-1;-1;-1;-1
1190;-1;7991;-1;-1;9104;-1;12861;-1;-1;-1;-1;-1
1191;-1;7992;-1;-1;9107;-1;12862;-1;-1;-1;-1;-1
1192;-1;7994;-1;-1;9108;-1;12863;-1;-1;-1;-1;-1
1193;-1;7995;-1;-1;9110;-1;12864;-1;-1;-1;-1;-1
1194;-1;7998;-1;-1;9111;-1;12865;-1;-1;-1;-1;-1
1195;-1;8034;-1;-1;9112;-1;12866;-1;-1;-1;-1;-1
1196;-1;8035;-1;-1;9113;-1;12867;-1;-1;-1;-1;-1
1197;-1;8037;-1;-1;9114;-1;12868;-1;-1;-1;-1;-1
1198;-1;8038;-1;-1;9115;-1;12869;-1;-1;-1;-1;-1
1199;-1;8043;-1;-1;9116;-1;12870;-1;-1;-1;-1;-1
1200;-1;8045;-1;-1;9117;-1;12871;-1;-1;-1;-1;-1
1201;-1;8046;-1;-1;9120;-1;12872;-1;-1;-1;-1;-1
1202;-1;8047;-1;-1;9121;-1;12873;-1;-1;-1;-1;-1
1203;-1;8048;-1;-1;9122;-1;12874;-1;-1;-1;-1;-1
1204;-1;8049;-1;-1;9123;-1;12875;-1;-1;-1;-1;-1
1205;-1;8050;-1;-1;9124;-1;12876;-1;-1;-1;-1;-1
1206;-1;8051;-1;-1;9125;-1;12877;-1;-1;-1;-1;-1
1207;-1;8052;-1;-1;9135;-1;12878;-1;-1;-1;-1;-1
1208;-1;8099;-1;-1;9137;-1;12879;-1;-1;-1;-1;-1
1209;-1;8100;-1;-1;9138;-1;12880;-1;-1;-1;-1;-1
